"priority","risk_score","item_code","question_type","word_id","french_word","chinese_gloss","source_flags","false_friends_page_evidence","original_source_claim","applied_false_claim","review_rationale","false_friends_pdf_page","tem4_pdf_page","pedagogic_decision","reviewer_notes"
"CRITICAL","4","FF4Q-0435","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0435","ignorer","不知道; 未察觉; 忽视","TRUE_FALSE_TEMPLATE_FALLBACK","中下部；ignorer 可为 ignore，但常为 be unaware/not know。","忽视","拉; 抽取; 射击; 印刷; 离开","The source confusable claim shared a verified French meaning, so the generated false claim was replaced. Confirm the item still measures the intended construct.","97","360","PENDING_HUMAN_REVIEW",""
"CRITICAL","4","FF4Q-0439","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0439","massif","巨大的; 坚实的; 山块","TRUE_FALSE_TEMPLATE_FALLBACK","页末；massif 为 massive，也指山块；en chêne massif 指实心橡木。","巨大的","动机; 犯罪动机","The source confusable claim shared a verified French meaning, so the generated false claim was replaced. Confirm the item still measures the intended construct.","120","360","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0006","FILL_BLANK","LEXI_BRIDGE_FF4-0006","forme","形状; 状态; 礼节; 班级; 长凳; 表格","HIGH_POLYSEMY","下部；forme 含 form/en forme、shape、figure及礼俗；学校班级=classe/banc，表格=formulaire。","","","The French gloss lists 6 senses; verify that the question and distractors test a bounded intended sense.","84","11","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0047","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0047","fête","节日; 庆典; 假期; 生日庆祝; 展览会","HIGH_POLYSEMY","下部；fête 的范围较广，含 feast/festival/holiday、生日祝贺，亦泛指 display/fair/entertainment/show。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","80","43","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0074","FILL_BLANK","LEXI_BRIDGE_FF4-0074","piquer","刺; 蜇; 注射; 偷窃; 采摘; 啄","HIGH_POLYSEMY","下部粗体词头；piquer 可刺、蜇、注射，也俗指偷窃、常用指采摘或啄；to pick=choisir/cueillir。","","","The French gloss lists 6 senses; verify that the question and distractors test a bounded intended sense.","144","59","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0080","SHORT_TEXT","LEXI_BRIDGE_FF4-0080","monnaie","货币; 纸币; 硬币; 零钱; 常规做法","HIGH_POLYSEMY","上中部；monnaie 为货币、纸币、硬币或零钱；c'est monnaie courante 指常见做法；money=argent。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","125","61","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0085","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0085","lier","捆绑; 连接; 交谈; 使变稠; 被褥缠身","HIGH_POLYSEMY","中部；lier 为捆绑、连接、攀谈或使酱汁变稠，se lier 可指相识；tell a lie=mentir。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","113","63","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0098","FILL_BLANK","LEXI_BRIDGE_FF4-0098","station","小站; 地铁站; 出租车站; 研究站; 度假地; 停顿","HIGH_POLYSEMY","上部；station 具有车站、研究站、度假地、无线电台和停顿等多义；火车站为 gare。","","","The French gloss lists 6 senses; verify that the question and distractors test a bounded intended sense.","182","75","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0101","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0101","pièce","一块; 肉块; 钱币; 硬币; 零件; 衣料; 证件; 戏剧; 房间","HIGH_POLYSEMY","中下部粗体词头；pièce 可偶为 piece，但具有肉块、钱币、零件、衣料、证件、戏剧、房间等多义。","","","The French gloss lists 9 senses; verify that the question and distractors test a bounded intended sense.","143","77","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0105","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0105","figure","脸; 形状; 轮廓; 数字; 身材","HIGH_POLYSEMY","页首；figure 有时为 figure，常指 face；也指 forme/silhouette/chiffre/ligne。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","81","82","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0120","SHORT_TEXT","LEXI_BRIDGE_FF4-0120","queue","队伍; 尾巴; 尾端; 把手; 果梗; 台球杆","HIGH_POLYSEMY","下中部；queue 为队伍、尾巴、尾端等，也可指锅柄、果梗或台球杆。","","","The French gloss lists 6 senses; verify that the question and distractors test a bounded intended sense.","156","91","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0123","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0123","juste","公正的; 正确的; 准确的; 刚好; 恰好","HIGH_POLYSEMY","上中部；juste 为 just/fair/right/accurate/in tune；trop juste 指稍嫌不够，au plus juste 指最低可能价格。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","109","93","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0130","FILL_BLANK","LEXI_BRIDGE_FF4-0130","place","位置; 座位; 空位; 工作; 市场广场","HIGH_POLYSEMY","中部粗体词头；place 可在特定意义为 place，另指座位、空位、工作或市场广场；place=lieu/endroit。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","145","98","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0134","FILL_BLANK","LEXI_BRIDGE_FF4-0134","lot","份额; 地块; 命运; 大奖; 一批","HIGH_POLYSEMY","上中部；lot 为份额、地块、命运，也可指大奖或一批货物。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","116","99","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0161","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0161","pilote","飞行员; 驾驶员; 船舶引航员; 试验性的; 低价的","HIGH_POLYSEMY","页首粗体词头；pilote 为飞行员、（赛车）驾驶员或船舶引航员，也可指试验性；boissons pilotes 指低价饮料。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","144","119","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0163","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0163","repasser","再经过; 重越; 重考; 熨烫; 再次拜访","HIGH_POLYSEMY","中部；repasser 多义，可再经过/重越/重考，也可熨烫或再访。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","164","122","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0164","SHORT_TEXT","LEXI_BRIDGE_FF4-0164","retirer","拉回; 撤回; 移走; 退休; 退出","HIGH_POLYSEMY","上部；retirer 为拉回/撤回/移走，se retirer 可退休或退出；to retire=prendre sa retraite。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","167","126","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0165","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0165","foyer","家; 炉边; 俱乐部; 中心; 病灶","HIGH_POLYSEMY","中部；foyer 不仅为剧院 foyer，主要指 home/hearth，也可为 club/centre 或传染病中心。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","86","127","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0167","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0167","toile","布料; 亚麻布; 帆布; 背景幕布; 蛛网","HIGH_POLYSEMY","中下部；toile 指布、画布、背景幕布，也见 toile d’araignée。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","189","129","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0171","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0171","kiosque","报刊亭; 花亭; 音乐台; 船舶驾驶室; 潜艇指挥塔; 夏季别墅","HIGH_POLYSEMY","下半部；kiosque 可指报刊或花亭、音乐台、船舶驾驶室、潜艇指挥塔或夏季别墅；电话亭为 cabine téléphonique。","","","The French gloss lists 6 senses; verify that the question and distractors test a bounded intended sense.","109","134","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0179","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0179","former","形成; 制造; 塑造; 培养; 教育","HIGH_POLYSEMY","页首；former 为 form/make/fashion，亦指 train/bring up/school。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","85","139","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0185","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0185","toilette","梳洗; 穿戴; 女装; 梳妆台; 卫生间","HIGH_POLYSEMY","中下部；faire sa toilette 为梳洗穿戴；cabinet de toilette 为卫生间。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","189","144","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0220","SHORT_TEXT","LEXI_BRIDGE_FF4-0220","retraite","军事撤退; 军用纹身; 静修地; 退休; 养老金","HIGH_POLYSEMY","中部；retraite 为军事撤退、退休/养老金等；draw one’s pension=toucher sa retraite。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","167","166","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0222","FILL_BLANK","LEXI_BRIDGE_FF4-0222","honnête","诚实的; 有礼的; 得体的; 正派的; 公平的","HIGH_POLYSEMY","中部；honnête 还可为 courteous/proper/decent/reasonable；honnête homme 古义为 gentleman，prix honnêtes 为公道价格。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","96","168","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0230","FILL_BLANK","LEXI_BRIDGE_FF4-0230","régulier","规则的; 公平的; 正直的; 笔直的; 现役的","HIGH_POLYSEMY","上部；régulier 有规则、公平、正直、笔直等义；regular army officer=officier d’active。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","163","175","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0232","SHORT_TEXT","LEXI_BRIDGE_FF4-0232","point","点; 句点; 针脚; 侧腹痛; 牛排熟度","HIGH_POLYSEMY","中部粗体词头；point 为点、句点、针脚或侧腹痛，并见多种固定搭配。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","147","176","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0238","FILL_BLANK","LEXI_BRIDGE_FF4-0238","retenir","留住; 扣留; 克制; 预订; 雇用","HIGH_POLYSEMY","下部；retenir 多义，包括留住/扣留/克制/预订/雇用；to retain=retenir/garder。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","166","179","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0258","FILL_BLANK","LEXI_BRIDGE_FF4-0258","imposer","强加; 强迫; 激发敬意; 征税; 使自己被接受","HIGH_POLYSEMY","页末；imposer 为 impose/force/inspire/command，也指向人征税和 s'imposer à quelqu'un。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","98","199","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0262","FILL_BLANK","LEXI_BRIDGE_FF4-0262","quartier","四分之一; 街区; 总部; 身体部位; 仁慈","HIGH_POLYSEMY","中部；quartier 有四分之一、街区、总部、身体部位、仁慈等义；quartier libre=自由时间。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","156","200","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0308","SHORT_TEXT","LEXI_BRIDGE_FF4-0308","note","正式通知; 笔记; 乐音; 成绩单; 账单","HIGH_POLYSEMY","下部；note 为正式通知、笔记、乐音、学校成绩单或账单；几行 note=billet/mot，货币票据=billet。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","129","243","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0315","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0315","reporter","带回; 推迟; 延期; 新闻报道; 告发","HIGH_POLYSEMY","中部；reporter 为带回/推迟/延期，亦指新闻报道或告发。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","165","249","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0337","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0337","interpréter","解释; 理解; 演出; 演奏; 表演","HIGH_POLYSEMY","上部；interpréter 为 interpret/explain/understand，亦指演出、演奏或表演。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","106","262","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0341","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0341","doubler","加倍; 留级; 给衣物衬里; 为电影配音; 超车","HIGH_POLYSEMY","页末；doubler Double, repeat a class, line a garment, dub a film, double-cross, especially overtake。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","66","263","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0364","SHORT_TEXT","LEXI_BRIDGE_FF4-0364","pratiquer","从事（宗教、医学）; 玩（体育）; 做手术; 建造","HIGH_POLYSEMY","下部粗体词头；pratiquer 可从事宗教/医学、玩体育、做手术或建造；练钢琴=s’exercer。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","150","279","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0368","SHORT_TEXT","LEXI_BRIDGE_FF4-0368","relief","浮雕; 地形起伏; 突出; 剩饭; 救济","HIGH_POLYSEMY","中下部；relief 为浮雕/地形，也可指突出、剩饭或救济。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","163","286","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0370","FILL_BLANK","LEXI_BRIDGE_FF4-0370","rapport","报告; 账目; 收益; 关系; 比例","HIGH_POLYSEMY","页末；rapport 可为报告/账目，也有收益、关系、方面和比例等义；学校报告单=bulletin。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","158","289","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0377","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0377","partie","部分; 一局比赛; 当事人; 狩猎队; 集合; 政治党派","HIGH_POLYSEMY","上部；partie 为部分、比赛一局、法律当事人，也见于多种短语；社交 party=surprise-party/réunion/fête，政治党派=parti。","","","The French gloss lists 6 senses; verify that the question and distractors test a bounded intended sense.","138","299","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0410","FILL_BLANK","LEXI_BRIDGE_FF4-0410","quart","四分之一; 一刻钟; 半升瓶; （船）值班; 军用水杯","HIGH_POLYSEMY","上部；quart 多义，包括一刻钟、四分之一、半升酒瓶、船上值班和军用水杯。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","156","336","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0412","SHORT_TEXT","LEXI_BRIDGE_FF4-0412","engager","雇用; 典当; 约束; 入伍; 驶入","HIGH_POLYSEMY","中部；engager engage servant/machine, pawn/pledge/bind; s'engager commit/enlist/enter street; room booking = réserver/tenir。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","72","337","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0433","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0433","ligne","线; 轮廓; 图形; 段落; 身材; 航线; 写一句","HIGH_POLYSEMY","下部；ligne 可为线、轮廓、图形、段落、身材、航线，也见于多种惯用语；draw me a line=écrivez-moi un mot。","","","The French gloss lists 7 senses; verify that the question and distractors test a bounded intended sense.","113","359","PENDING_HUMAN_REVIEW",""
"HIGH","2","FF4Q-0436","SHORT_TEXT","LEXI_BRIDGE_FF4-0436","tirer","拉; 抽取; 射击; 印刷; 离开","HIGH_POLYSEMY","中部；除拉和射击外，也可印刷或离开；je me tire vite 为我马上走。","","","The French gloss lists 5 senses; verify that the question and distractors test a bounded intended sense.","189","360","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0026","FILL_BLANK","LEXI_BRIDGE_FF4-0026","utilitaire","商用的; 功利的","LONG_EXACT_INPUT","中部；véhicules utilitaires 指商用车辆。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","196","27","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0038","FILL_BLANK","LEXI_BRIDGE_FF4-0038","complémentaire","补充的; 附加的","LONG_EXACT_INPUT","下部；complémentaire supplementary/additional; complimentary = flatteur。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","41","41","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0078","FILL_BLANK","LEXI_BRIDGE_FF4-0078","rechercher","寻找; 搜寻; 追求","LONG_EXACT_INPUT","下中部；rechercher 为寻找/搜寻；research=chercheur/chercheuse 或 faire des recherches。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","160","60","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0156","SHORT_TEXT","LEXI_BRIDGE_FF4-0156","impression","印象; 印刷; 错印","LONG_EXACT_INPUT","中部；impression 可为 literal/figurative impression，也指印刷如书的第三版和错印。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","99","113","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0180","SHORT_TEXT","LEXI_BRIDGE_FF4-0180","expérience","经验; 实验","LONG_EXACT_INPUT","下部；expérience 可为 experience，也可指 experiment。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","76","140","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0224","SHORT_TEXT","LEXI_BRIDGE_FF4-0224","conférence","会议; 新闻发布会; 讲座","LONG_EXACT_INPUT","中部；conférence includes press conference and lecture; conference also congrès。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","43","169","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0226","FILL_BLANK","LEXI_BRIDGE_FF4-0226","disparaître","消失; 去世","LONG_EXACT_INPUT","中下部；disparaître To disappear, euphemism for die/pass away。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","64","169","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0236","SHORT_TEXT","LEXI_BRIDGE_FF4-0236","volontaire","自愿的; 意志坚定的","LONG_EXACT_INPUT","页末；可形容意志坚定的人。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","200","178","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0240","SHORT_TEXT","LEXI_BRIDGE_FF4-0240","perfectionner","改进; 完善","LONG_EXACT_INPUT","中部粗体词头；perfectionner 为以 improve 的意义使完善；to perfect=parachever/rendre parfait。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","141","184","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0272","SHORT_TEXT","LEXI_BRIDGE_FF4-0272","représenter","代表; 表演（戏剧）","LONG_EXACT_INPUT","中部；représenter 为代表，也指戏剧表演。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","165","208","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0310","FILL_BLANK","LEXI_BRIDGE_FF4-0310","introduire","引入; 介绍; 插入","LONG_EXACT_INPUT","下部；introduire 为 introduce、使相识，也指插入钥匙等。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","106","244","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0312","SHORT_TEXT","LEXI_BRIDGE_FF4-0312","reconnaître","认出; 承认; 确认","LONG_EXACT_INPUT","中部；reconnaître 为认出，亦可承认、认可。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","161","245","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0344","SHORT_TEXT","LEXI_BRIDGE_FF4-0344","enregistrer","登记; 录制","LONG_EXACT_INPUT","页末；enregistrer To register luggage and other things, record on tape。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","72","264","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0372","SHORT_TEXT","LEXI_BRIDGE_FF4-0372","solliciter","请求; 恳求; 申请; 争取","LONG_EXACT_INPUT","中部；可指强烈请求、申请或拉选票；文学用法还有催促。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","179","292","PENDING_HUMAN_REVIEW",""
"MEDIUM","1","FF4Q-0404","SHORT_TEXT","LEXI_BRIDGE_FF4-0404","impressionnant","给人深刻印象的; 令人不安的; 令人震撼的","LONG_EXACT_INPUT","中部；impressionnant 为 impressive，也可指 upsetting/disturbing/awesome。","","","The generated response requires an exact long French spelling; verify acceptance and normalization policy before release.","99","329","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0001","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0001","succéder","继任; 接连发生","","","","","Baseline source-backed manual pedagogic review is still required.","183","9","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0002","FILL_BLANK","LEXI_BRIDGE_FF4-0002","plume","羽毛; 钢笔","","","","","Baseline source-backed manual pedagogic review is still required.","147","9","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0004","SHORT_TEXT","LEXI_BRIDGE_FF4-0004","formel","断然的; 正式的; 郑重的","","","","","Baseline source-backed manual pedagogic review is still required.","84","10","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0005","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0005","formellement","断然地; 明确地","","","","","Baseline source-backed manual pedagogic review is still required.","84","11","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0008","SHORT_TEXT","LEXI_BRIDGE_FF4-0008","pavillon","小屋; 门房; 郊区住宅","","","","","Baseline source-backed manual pedagogic review is still required.","140","13","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0009","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0009","surnommer","给人起绰号","","","","","Baseline source-backed manual pedagogic review is still required.","185","13","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0010","FILL_BLANK","LEXI_BRIDGE_FF4-0010","compenser","弥补; 抵消; 调整","","","","","Baseline source-backed manual pedagogic review is still required.","41","13","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0011","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0011","vexer","使不快; 冒犯; 伤害","","","","","Baseline source-backed manual pedagogic review is still required.","199","14","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0012","SHORT_TEXT","LEXI_BRIDGE_FF4-0012","vice","缺点; 毛病; 钳子","","","","","Baseline source-backed manual pedagogic review is still required.","199","16","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0013","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0013","plateau","高原; 托盘","","","","","Baseline source-backed manual pedagogic review is still required.","146","16","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0014","FILL_BLANK","LEXI_BRIDGE_FF4-0014","mode","时尚; 衣着时尚","","","","","Baseline source-backed manual pedagogic review is still required.","124","17","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0015","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0015","déranger","打扰; 扰乱; 弄乱; 肠胃不适","","","","","Baseline source-backed manual pedagogic review is still required.","60","17","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0016","SHORT_TEXT","LEXI_BRIDGE_FF4-0016","prier","祈祷; 请求; 恳求","","","","","Baseline source-backed manual pedagogic review is still required.","152","19","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0017","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0017","timide","羞怯的; 腼腆的","","","","","Baseline source-backed manual pedagogic review is still required.","189","19","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0018","FILL_BLANK","LEXI_BRIDGE_FF4-0018","diffuser","传播; 广播; 发行","","","","","Baseline source-backed manual pedagogic review is still required.","63","19","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0020","SHORT_TEXT","LEXI_BRIDGE_FF4-0020","sot","傻瓜","","","","","Baseline source-backed manual pedagogic review is still required.","180","21","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0021","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0021","peine","苦恼; 辛劳; 麻烦; 刑罚","","","","","Baseline source-backed manual pedagogic review is still required.","140","21","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0022","FILL_BLANK","LEXI_BRIDGE_FF4-0022","verger","果园","","","","","Baseline source-backed manual pedagogic review is still required.","198","22","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0024","SHORT_TEXT","LEXI_BRIDGE_FF4-0024","licencier","解雇; 裁员","","","","","Baseline source-backed manual pedagogic review is still required.","113","27","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0025","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0025","turbulent","不守规矩的; 吵闹的","","","","","Baseline source-backed manual pedagogic review is still required.","194","27","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0027","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0027","enquête","调查; 查问","","","","","Baseline source-backed manual pedagogic review is still required.","72","28","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0028","SHORT_TEXT","LEXI_BRIDGE_FF4-0028","installer","安装; 安置; 布置房间; 显摆","","","","","Baseline source-backed manual pedagogic review is still required.","104","32","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0029","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0029","fatiguer","使疲倦; 拌沙拉","","","","","Baseline source-backed manual pedagogic review is still required.","80","33","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0030","FILL_BLANK","LEXI_BRIDGE_FF4-0030","entraîner","训练; 带动; 引领","","","","","Baseline source-backed manual pedagogic review is still required.","73","34","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0031","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0031","caution","担保; 保证; 保释金; 押金","","","","","Baseline source-backed manual pedagogic review is still required.","33","35","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0032","SHORT_TEXT","LEXI_BRIDGE_FF4-0032","répliquer","反驳; 回嘴","","","","","Baseline source-backed manual pedagogic review is still required.","165","35","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0033","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0033","classe","班级; 教室; 年龄组","","","","","Baseline source-backed manual pedagogic review is still required.","38","36","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0034","FILL_BLANK","LEXI_BRIDGE_FF4-0034","science","知识; 技能; 科学","","","","","Baseline source-backed manual pedagogic review is still required.","174","36","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0036","SHORT_TEXT","LEXI_BRIDGE_FF4-0036","estimer","尊敬; 认为; 考虑","","","","","Baseline source-backed manual pedagogic review is still required.","74","39","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0037","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0037","four","烤炉; 火炉","","","","","Baseline source-backed manual pedagogic review is still required.","85","41","PENDING_HUMAN_REVIEW",""
