"english_word","french_word","chinese_gloss","lexical_pair_type","semantic_overlap_score","false_friend_risk","default_context_support","difficulty_level","notes","source","source_code","content_version","word_id","active","tags","knowledge_status","embedding_status"
"effective","effectif","实际的; 真实的; 生效的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0108","true","false-friend|tem4|lexi-bridge","ready","pending"
"formidable","formidable","极好的; 令人敬畏的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0109","true","false-friend|tem4|lexi-bridge","ready","pending"
"offer","offrir","给; 赠送; 请客; 犒劳自己","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0110","true","false-friend|tem4|lexi-bridge","ready","pending"
"detail","détail","细节; 零售","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0111","true","false-friend|tem4|lexi-bridge","ready","pending"
"serious","sérieux","严肃的; 可靠的; 认真负责的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0112","true","false-friend|tem4|lexi-bridge","ready","pending"
"organism","organisme","生物体; 组织机构","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0113","true","false-friend|tem4|lexi-bridge","ready","pending"
"file","file","队列; 一列; 档案夹; 金属锉","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0114","true","false-friend|tem4|lexi-bridge","ready","pending"
"souvenir","souvenir","记忆; 纪念品","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0115","true","false-friend|tem4|lexi-bridge","ready","pending"
"march","marcher","行进; 步行; 运转; 进行","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0116","true","false-friend|tem4|lexi-bridge","ready","pending"
"order","ordonner","命令; 整理; 开药; 授圣职","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0117","true","false-friend|tem4|lexi-bridge","ready","pending"
"vulgar","vulgaire","普通的; 日常的; 粗俗的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0118","true","false-friend|tem4|lexi-bridge","ready","pending"
"fatal","fatal","不可避免的; 命中注定的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0119","true","false-friend|tem4|lexi-bridge","ready","pending"
"queue","queue","队伍; 尾巴; 尾端; 把手; 果梗; 台球杆","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0120","true","false-friend|tem4|lexi-bridge","ready","pending"
"vein","veine","静脉; 好运（口语）","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0121","true","false-friend|tem4|lexi-bridge","ready","pending"
"car","car","长途汽车; 客车; 警车厢式车","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0122","true","false-friend|tem4|lexi-bridge","ready","pending"
"just","juste","公正的; 正确的; 准确的; 刚好; 恰好","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0123","true","false-friend|tem4|lexi-bridge","ready","pending"
"scholar","scolaire","在校学生","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0124","true","false-friend|tem4|lexi-bridge","ready","pending"
"sort","sort","命运; 处置; 魔法","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0125","true","false-friend|tem4|lexi-bridge","ready","pending"
"paradise","paradis","天堂; 剧院顶层座位","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0126","true","false-friend|tem4|lexi-bridge","ready","pending"
"touch","toucher","触摸; 涉及; 领到钱; 抽取配给","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0127","true","false-friend|tem4|lexi-bridge","ready","pending"
"terrible","terrible","非常好的; 可怕的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0128","true","false-friend|tem4|lexi-bridge","ready","pending"
"zinc","zinc","锌; 酒吧柜台; 飞机（口语）","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0129","true","false-friend|tem4|lexi-bridge","ready","pending"
"place","place","位置; 座位; 空位; 工作; 市场广场","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0130","true","false-friend|tem4|lexi-bridge","ready","pending"
"port","port","港口; 穿戴方式; 波特酒; 避风处","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0131","true","false-friend|tem4|lexi-bridge","ready","pending"
"use","user","磨损; 消耗","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0132","true","false-friend|tem4|lexi-bridge","ready","pending"
"derive","dériver","派生; 改道; 漂流","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0133","true","false-friend|tem4|lexi-bridge","ready","pending"
"lot","lot","份额; 地块; 命运; 大奖; 一批","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0134","true","false-friend|tem4|lexi-bridge","ready","pending"
"card","carte","卡片; 地图; 菜单","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0135","true","false-friend|tem4|lexi-bridge","ready","pending"
"polite","poli","有礼貌的; 抛光的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0136","true","false-friend|tem4|lexi-bridge","ready","pending"
"gross","gros","大的; 胖的; 粗大的; 响亮的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0137","true","false-friend|tem4|lexi-bridge","ready","pending"
"memorandum","mémoire","备忘录; 业务报告; 论文; 回忆录","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0138","true","false-friend|tem4|lexi-bridge","ready","pending"
"mandate","mandat","委任; 汇票; 授权","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0139","true","false-friend|tem4|lexi-bridge","ready","pending"
"sacred","sacré","神圣的; 该死的（加强/贬义）","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0140","true","false-friend|tem4|lexi-bridge","ready","pending"
"gout","goutte","水滴; 少量","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0141","true","false-friend|tem4|lexi-bridge","ready","pending"
"collar","col","衣领; 山口; 瓶颈","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0142","true","false-friend|tem4|lexi-bridge","ready","pending"
"original","original","原件; 怪人","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0143","true","false-friend|tem4|lexi-bridge","ready","pending"
"panel","panneau","镶板; 围栏; 路标; 陷阱","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0144","true","false-friend|tem4|lexi-bridge","ready","pending"
"epoch","époque","时代; 时期; 当时","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0145","true","false-friend|tem4|lexi-bridge","ready","pending"
"roll","rouler","滚动; 行进; 旅行; 欺骗","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0146","true","false-friend|tem4|lexi-bridge","ready","pending"
"movement","mouvement","运动; 冲动; 反应; 怒火爆发","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0147","true","false-friend|tem4|lexi-bridge","ready","pending"
"monitor","moniteur","体育教练; 辅导员; 夏令营工作人员","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0148","true","false-friend|tem4|lexi-bridge","ready","pending"
"resume","résumer","概括; 总结","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0149","true","false-friend|tem4|lexi-bridge","ready","pending"
"serviette","serviette","毛巾; 餐巾; 公文包","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0150","true","false-friend|tem4|lexi-bridge","ready","pending"
"castle","château","城堡; 宫殿; 乡间大宅; 水塔","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0151","true","false-friend|tem4|lexi-bridge","ready","pending"
"charge","charger","装载; 使负担; 索价; （法律）控告","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0152","true","false-friend|tem4|lexi-bridge","ready","pending"
"charge","charge","负担; 职责; 照料; 收费","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0153","true","false-friend|tem4|lexi-bridge","ready","pending"
"contest","contester","争议; 抗议; 反对","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0154","true","false-friend|tem4|lexi-bridge","ready","pending"
"pretend","prétendre","要求; 声称","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0155","true","false-friend|tem4|lexi-bridge","ready","pending"
"impression","impression","印象; 印刷; 错印","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0156","true","false-friend|tem4|lexi-bridge","ready","pending"
"confused","confus","困惑的; 尴尬的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0157","true","false-friend|tem4|lexi-bridge","ready","pending"
"scene","scène","戏剧场景; 事件发生地点","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0158","true","false-friend|tem4|lexi-bridge","ready","pending"
"demand","demander","询问; 请求; 想知道; 叫牌","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0159","true","false-friend|tem4|lexi-bridge","ready","pending"
"fume","fumer","吸烟; 发怒; 施肥","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0160","true","false-friend|tem4|lexi-bridge","ready","pending"
"pilot","pilote","飞行员; 驾驶员; 船舶引航员; 试验性的; 低价的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0161","true","false-friend|tem4|lexi-bridge","ready","pending"
"fever","fièvre","发烧; 兴奋","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0162","true","false-friend|tem4|lexi-bridge","ready","pending"
"repass","repasser","再经过; 重越; 重考; 熨烫; 再次拜访","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0163","true","false-friend|tem4|lexi-bridge","ready","pending"
"retire","retirer","拉回; 撤回; 移走; 退休; 退出","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0164","true","false-friend|tem4|lexi-bridge","ready","pending"
"foyer","foyer","家; 炉边; 俱乐部; 中心; 病灶","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0165","true","false-friend|tem4|lexi-bridge","ready","pending"
"cause","cause","原因; 诉讼案件; 起诉","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0166","true","false-friend|tem4|lexi-bridge","ready","pending"
"toil","toile","布料; 亚麻布; 帆布; 背景幕布; 蛛网","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0167","true","false-friend|tem4|lexi-bridge","ready","pending"
"embarrassment","embarras","困难; 经济拮据; 选择困难; 肠胃不适","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0168","true","false-friend|tem4|lexi-bridge","ready","pending"
"conduct","conduire","引导; 驾驶; 输送; 行为举止","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0169","true","false-friend|tem4|lexi-bridge","ready","pending"
"primitive","primitif","原始的; 最初的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0170","true","false-friend|tem4|lexi-bridge","ready","pending"
"kiosk","kiosque","报刊亭; 花亭; 音乐台; 船舶驾驶室; 潜艇指挥塔; 夏季别墅","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0171","true","false-friend|tem4|lexi-bridge","ready","pending"
"traffic","trafic","交通运输","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0172","true","false-friend|tem4|lexi-bridge","ready","pending"
"cause","causer","导致; 聊天","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0173","true","false-friend|tem4|lexi-bridge","ready","pending"
"tablet","tablette","小桌板; 巧克力块; 搁板","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0174","true","false-friend|tem4|lexi-bridge","ready","pending"
"superb","superbe","极好的; 傲慢的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0175","true","false-friend|tem4|lexi-bridge","ready","pending"
"Provence","province","省; 外省; 乡下（相对巴黎）","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0176","true","false-friend|tem4|lexi-bridge","ready","pending"
"treat","traiter","处理; 称呼; 款待; 请客","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0177","true","false-friend|tem4|lexi-bridge","ready","pending"
"career","carrière","职业生涯; 采石场; 外交部门","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0178","true","false-friend|tem4|lexi-bridge","ready","pending"
"former","former","形成; 制造; 塑造; 培养; 教育","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0179","true","false-friend|tem4|lexi-bridge","ready","pending"
"experience","expérience","经验; 实验","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0180","true","false-friend|tem4|lexi-bridge","ready","pending"
"salute","saluer","打招呼; 致意; 挥手","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0181","true","false-friend|tem4|lexi-bridge","ready","pending"
"detach","détacher","分离; 清除污渍","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0182","true","false-friend|tem4|lexi-bridge","ready","pending"
"salary","salaire","工资","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0183","true","false-friend|tem4|lexi-bridge","ready","pending"
"hardy","hardi","大胆的; 勇敢的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0184","true","false-friend|tem4|lexi-bridge","ready","pending"
"toilet","toilette","梳洗; 穿戴; 女装; 梳妆台; 卫生间","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0185","true","false-friend|tem4|lexi-bridge","ready","pending"
"spectacle","spectacle","演出; 景象; 眼镜（复数）","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0186","true","false-friend|tem4|lexi-bridge","ready","pending"
"flatter","flatter","奉承; 取悦; 抚摸","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0187","true","false-friend|tem4|lexi-bridge","ready","pending"
"domain","domaine","领地; 地产; 领域; 国家财产","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0188","true","false-friend|tem4|lexi-bridge","ready","pending"
"gum","gomme","树胶; 橡皮擦; 橡胶","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0189","true","false-friend|tem4|lexi-bridge","ready","pending"
"deputy","député","国民议会议员","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0190","true","false-friend|tem4|lexi-bridge","ready","pending"
"square","square","带花园的小广场","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0191","true","false-friend|tem4|lexi-bridge","ready","pending"
"regime","régime","政体; 制度; 一把香蕉; 饮食法","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0192","true","false-friend|tem4|lexi-bridge","ready","pending"
"sane","sain","健康的; 健全的; 安全的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0193","true","false-friend|tem4|lexi-bridge","ready","pending"
"test","tester","测试; 立遗嘱","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0194","true","false-friend|tem4|lexi-bridge","ready","pending"
"trump","tromper","欺骗; 出错; 消磨时间","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0195","true","false-friend|tem4|lexi-bridge","ready","pending"
"complete","complet","完整的; 全满的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0196","true","false-friend|tem4|lexi-bridge","ready","pending"
"superior","supérieur","较高的; 上层的; 上面的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0197","true","false-friend|tem4|lexi-bridge","ready","pending"
"laborious","laborieux","费力的; 辛苦的; 勤劳的; 劳动阶级的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0198","true","false-friend|tem4|lexi-bridge","ready","pending"
"vessel","vaisselle","餐具; 洗碗","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0199","true","false-friend|tem4|lexi-bridge","ready","pending"
"favour","faveur","恩惠; 偏爱; 保护","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0200","true","false-friend|tem4|lexi-bridge","ready","pending"
"reservoir","réservoir","水箱; 煤气表; 油箱; 鱼塘","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0201","true","false-friend|tem4|lexi-bridge","ready","pending"
"miner","mineur","矿工; 未成年人; 次要的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0202","true","false-friend|tem4|lexi-bridge","ready","pending"
"issue","issue","出口; 出路; 紧急出口; 结果","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0203","true","false-friend|tem4|lexi-bridge","ready","pending"
"degree","degré","度; 台阶","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0204","true","false-friend|tem4|lexi-bridge","ready","pending"
"ordinary","ordinaire","日常惯例; 正常状态; 普通食物","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0205","true","false-friend|tem4|lexi-bridge","ready","pending"
"ventilate","ventiler","通风; 分别估价; 拆分分析","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0206","true","false-friend|tem4|lexi-bridge","ready","pending"
"language","langage","特定用语; 技术语言; 日常用语","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0207","true","false-friend|tem4|lexi-bridge","ready","pending"
"punctual","ponctuel","守时的; 技术上为局部的、特定的、精确的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0208","true","false-friend|tem4|lexi-bridge","ready","pending"
"debut","début","开始; 开端; 初次登场","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0209","true","false-friend|tem4|lexi-bridge","ready","pending"
"perfume","parfum","香水; 香味; 冰淇淋口味","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0210","true","false-friend|tem4|lexi-bridge","ready","pending"
"objective","objectif","目标; 相机镜头","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0211","true","false-friend|tem4|lexi-bridge","ready","pending"
"consume","consommer","消费; 饮酒","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0212","true","false-friend|tem4|lexi-bridge","ready","pending"
"command","commander","命令; 点餐订购","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0213","true","false-friend|tem4|lexi-bridge","ready","pending"
"treasure","trésor","宝藏; 财政部","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0214","true","false-friend|tem4|lexi-bridge","ready","pending"
