english_word,french_word,chinese_gloss,lexical_pair_type,semantic_overlap_score,false_friend_risk,default_context_support,difficulty_level,notes,source,active,tags,knowledge_status,embedding_status,sense_english_definition,sense_french_definition,sense_chinese_definition,example_english,example_french,example_chinese,example_context_support
prejudice,préjudice,偏见；损害,false_friend,0.12,0.92,medium,5,英语成见义会误导法语损失义,llm_v2_human_reviewed,true,false-friend|high-risk|media,ready,pending,unfair opinion about a group,harm or damage suffered,偏见；损害,Prejudice hurts classroom trust.,Le retard cause un préjudice réel.,偏见会伤害课堂信任；这次延误造成了真实损害。,high
publicity,publicité,公众关注；广告,false_friend,0.09,0.94,high,4,英语曝光度义会误导法语广告义,llm_v2_human_reviewed,true,false-friend|high-risk|media,ready,pending,public attention from the media,advertisement,公众关注；广告,The scandal brought free publicity.,Cette publicité passe avant le film.,这场丑闻带来了免费曝光；这则广告在电影前播放。,high
support,supporter,支持；忍受,false_friend,0.13,0.91,high,4,英语支持义会误导法语忍受义,llm_v2_human_reviewed,true,false-friend|high-risk|work,ready,pending,to help or back someone,to tolerate or endure,支持；忍受,I support the new rule.,Je ne peux plus supporter ce bruit.,我支持这项新规定；我再也受不了这种噪音了。,high
vacancy,vacances,职位空缺；假期,false_friend,0.05,0.97,high,4,英语空缺义会误导法语假期义,llm_v2_human_reviewed,true,false-friend|high-risk|work,ready,pending,empty job or room available,holidays or vacation,职位空缺；假期,There is a vacancy in the office.,Les vacances commencent vendredi.,办公室里有一个职位空缺；假期从周五开始。,high
versatile,versatile,多才多艺的；反复无常的,false_friend,0.11,0.92,medium,5,英语灵活义会误导法语反复义,llm_v2_human_reviewed,true,false-friend|high-risk|work,ready,pending,able to do many different things,fickle and changeable,多才多艺的；反复无常的,She is a versatile designer.,Son humeur est trop versatile.,她是一位多才多艺的设计师；他的情绪太反复无常了。,high
raisin,raisin,葡萄干；葡萄,false_friend,0.16,0.89,high,4,英语葡萄干义会误导法语葡萄义,llm_v2_human_reviewed,true,false-friend|high-risk|classroom,ready,pending,dried grape,grape fruit,葡萄干；葡萄,The cookie has raisins in it.,Le raisin est très sucré cette année.,这块饼干里有葡萄干；今年的葡萄很甜。,high
complaint,complainte,投诉；哀歌,false_friend,0.07,0.95,high,5,英语投诉义会误导法语哀歌义,llm_v2_human_reviewed,true,false-friend|high-risk|media,ready,pending,statement that something is wrong,lament or mournful song,投诉；哀歌,The hotel received a formal complaint.,La complainte du film est très triste.,酒店收到了一份正式投诉；这部电影里的哀歌非常悲伤。,high
intoxicated,intoxiqué,醉酒的；中毒的,false_friend,0.09,0.94,high,5,英语醉酒义会误导法语中毒义,llm_v2_human_reviewed,true,false-friend|high-risk|health,ready,pending,drunk or under the influence,poisoned or suffering intoxication,醉酒的；中毒的,He sounded intoxicated on the phone.,Après le repas il est intoxiqué.,他在电话里听起来像喝醉了；饭后他中毒了。,high
notorious,notoire,臭名昭著的；众所周知的,false_friend,0.14,0.90,medium,5,英语负面名声义会误导法语知名义,llm_v2_human_reviewed,true,false-friend|high-risk|media,ready,pending,famous for something bad,well known and obvious,臭名昭著的；众所周知的,That club is notorious for cheating.,Le problème est notoire dans ce quartier.,那家俱乐部因作弊而臭名昭著；这个问题在这个街区里尽人皆知。,high
sympathy,sympathie,同情；好感,false_friend,0.18,0.89,medium,4,英语同情义会误导法语好感义,llm_v2_human_reviewed,true,false-friend|high-risk|social,ready,pending,feeling of compassion for someone,liking or warm regard,同情；好感,Her story drew sympathy from classmates.,J'ai de la sympathie pour ce professeur.,她的经历引来了同学们的同情；我对这位老师很有好感。,high
resignation,résignation,辞职；听天由命,false_friend,0.10,0.93,high,5,英语辞职义会误导法语顺从接受义,llm_v2_human_reviewed,true,false-friend|high-risk|work,ready,pending,act of leaving a job,passive acceptance of something unpleasant,辞职；听天由命,His resignation shocked the team.,Elle répond avec résignation.,他的辞职让团队很震惊；她带着无奈作答。,high
message,massage,消息；按摩,false_friend,0.02,0.98,high,4,词形极近时英语消息义会误导法语按摩义,llm_v2_human_reviewed,true,false-friend|high-risk|daily-life,ready,pending,information sent to someone,massage treatment,消息；按摩,I left a message after class.,Le massage dure une heure.,我下课后留了一条消息；按摩持续一小时。,high
quitter,quitter,半途放弃的人；离开,false_friend,0.05,0.96,high,5,英语名词义会误导法语离开义,llm_v2_human_reviewed,true,false-friend|high-risk|school,ready,pending,person who gives up easily,to leave someone or a place,半途放弃的人；离开,No one respects a quitter.,Elle veut quitter ce cours.,没有人尊重半途而废的人；她想退出这门课。,high
accident,accident,事故；意外,cognate,0.95,0.10,high,2,英法核心义高度重合,llm_v2_human_reviewed,true,cognate|daily-life|noun,ready,pending,unexpected event that causes harm,événement imprévu qui cause un dommage,事故；意外,The accident blocked the road this morning.,L'accident a bloqué la route ce matin.,今天早上的事故堵住了道路。,high
admission,admission,录取；入场,cognate,0.90,0.18,medium,2,共享接受进入义,llm_v2_human_reviewed,true,cognate|school|noun,ready,pending,entry or acceptance,entrée ou acceptation,录取；入场,Her admission to the program made her family proud.,Son admission au programme a rendu sa famille fière.,她被项目录取让家人很自豪。,high
ambulance,ambulance,救护车,cognate,0.98,0.05,high,1,日常医疗义完全重合,llm_v2_human_reviewed,true,cognate|daily-life|noun,ready,pending,emergency medical vehicle,véhicule de secours médical,救护车,The ambulance arrived in five minutes.,L'ambulance est arrivée en cinq minutes.,救护车五分钟内就到了。,high
ambition,ambition,抱负；志向,cognate,0.94,0.10,medium,2,抽象目标义稳定一致,llm_v2_human_reviewed,true,cognate|school|noun,ready,pending,strong desire to succeed,fort désir de réussir,抱负；志向,Her ambition is to become a doctor.,Son ambition est de devenir médecin.,她的志向是成为医生。,high
architecture,architecture,建筑学；建筑风格,cognate,0.97,0.06,medium,3,学术和日常义都高度一致,llm_v2_human_reviewed,true,cognate|school|noun,ready,pending,design and style of buildings,art et style des bâtiments,建筑学；建筑风格,We studied modern architecture in class.,Nous avons étudié l'architecture moderne en cours.,我们在课上学习了现代建筑。,high
budget,budget,预算,cognate,0.96,0.08,high,1,家庭和工作语境都稳定,llm_v2_human_reviewed,true,cognate|family|noun,ready,pending,planned amount of money,somme d'argent prévue,预算,Our family budget is tight this month.,Le budget de notre famille est serré ce mois-ci.,我们家这个月预算很紧。,high
capital,capital,首都；资本,cognate,0.92,0.12,medium,2,核心高频义基本一致,llm_v2_human_reviewed,true,cognate|geography|noun,ready,pending,main city of a country or investment money,ville principale d'un pays ou argent d'investissement,首都；资本,Paris is not the capital of Canada.,Paris n'est pas la capitale du Canada.,巴黎不是加拿大的首都。,high
conclusion,conclusion,结论,cognate,0.97,0.06,medium,2,推理终点义高度重合,llm_v2_human_reviewed,true,cognate|school|noun,ready,pending,final judgment after thinking,résultat final après réflexion,结论,The report reaches a clear conclusion.,Le rapport arrive à une conclusion claire.,报告得出了明确结论。,high
decoration,décoration,装饰；装饰品,cognate,0.95,0.09,low,1,家庭和课堂义都清晰一致,llm_v2_human_reviewed,true,cognate|classroom|noun,ready,pending,something that makes a place look better,élément qui embellit un lieu,装饰；装饰品,The classroom decoration looks cheerful.,La décoration de la classe paraît joyeuse.,教室装饰看起来很活泼。,high
definition,définition,定义,cognate,0.98,0.05,medium,1,课堂语境高度稳定,llm_v2_human_reviewed,true,cognate|classroom|noun,ready,pending,explanation of a word or idea,explication d'un mot ou d'une idée,定义,The teacher asked for a simple definition.,Le professeur a demandé une définition simple.,老师要求给出一个简单定义。,high
destination,destination,目的地,cognate,0.96,0.07,high,1,旅行义完全重合,llm_v2_human_reviewed,true,cognate|travel|noun,ready,pending,place where someone is going,lieu où quelqu'un va,目的地,Our destination is still two hours away.,Notre destination est encore à deux heures.,我们离目的地还有两个小时。,high
document,document,文件；文档,cognate,0.99,0.04,high,1,办公义高度一致,llm_v2_human_reviewed,true,cognate|work|noun,ready,pending,official paper or digital file,papier officiel ou fichier numérique,文件；文档,Please send the document before noon.,Merci d'envoyer le document avant midi.,请在中午前发送文件。,high
election,élection,选举,cognate,0.97,0.06,medium,2,社会语境义稳定重合,llm_v2_human_reviewed,true,cognate|society|noun,ready,pending,official process of choosing leaders,processus officiel pour choisir des dirigeants,选举,The election will be held next week.,L'élection aura lieu la semaine prochaine.,选举将在下周举行。,high
festival,festival,节庆活动,cognate,0.95,0.08,medium,1,文化活动义一致,llm_v2_human_reviewed,true,cognate|culture|noun,ready,pending,public celebration with events,fête publique avec des activités,节庆活动,The town festival starts on Friday.,Le festival de la ville commence vendredi.,城里的节庆活动周五开始。,high
invitation,invitation,邀请,cognate,0.98,0.05,high,1,社交场景义稳定一致,llm_v2_human_reviewed,true,cognate|daily-life|noun,ready,pending,request asking someone to come,demande de venir,邀请,I sent the invitation this morning.,J'ai envoyé l'invitation ce matin.,我今天早上发出了邀请。,high
solution,solution,解决办法；溶液,cognate,0.97,0.06,medium,2,问题解决义高度重合,llm_v2_human_reviewed,true,cognate|work|noun,ready,pending,answer to a problem,réponse à un problème,解决办法；溶液,We need a practical solution today.,Nous avons besoin d'une solution pratique aujourd'hui.,我们今天需要一个实际可行的解决办法。,high
car,car,汽车；因为,orthographic_similar,0.02,0.96,high,2,同形但词类和语义完全不同,llm_v2_human_reviewed,true,orthographic|daily-life|core,ready,pending,road vehicle,because,汽车；因为,My car is parked outside.,Je pars tôt car je suis fatigué.,我的车停在外面；我早走因为我累了。,high
chair,chair,椅子；肉,orthographic_similar,0.01,0.97,high,4,同形高风险近形词,llm_v2_human_reviewed,true,orthographic|food|noun,ready,pending,seat for one person,flesh of an animal,椅子；肉,Please pull up a chair.,La chair du poulet est tendre.,请搬把椅子过来；鸡肉很嫩。,high
chat,chat,聊天；猫,orthographic_similar,0.00,0.96,medium,2,同形但核心义完全无关,llm_v2_human_reviewed,true,orthographic|daily-life|noun,ready,pending,informal conversation,cat,聊天；猫,We had a long chat after class.,Le chat dort sur le canapé.,我们课后聊了很久；那只猫睡在沙发上。,high
four,four,四；烤箱,orthographic_similar,0.00,0.98,high,5,短词同形且课堂干扰很强,llm_v2_human_reviewed,true,orthographic|kitchen|core,ready,pending,number after three,oven,四；烤箱,I need four plates for dinner.,Le pain est dans le four.,晚饭我需要四个盘子；面包在烤箱里。,high
mercy,merci,怜悯；谢谢,orthographic_similar,0.05,0.93,high,3,拼写极近但功能完全不同,llm_v2_human_reviewed,true,orthographic|daily-life|core,ready,pending,kindness shown to someone in distress,thank you,怜悯；谢谢,They asked for mercy after the fight.,Merci pour ton aide aujourd'hui.,打斗后他们请求怜悯；谢谢你今天的帮助。,high
poison,poisson,毒药；鱼,orthographic_similar,0.00,0.98,high,4,只差一个字母但意义完全相反,llm_v2_human_reviewed,true,orthographic|daily-life|food,ready,pending,substance that can kill or harm,fish,毒药；鱼,Keep the poison away from children.,Le poisson du marché est très frais.,要把毒药放在孩子够不到的地方；市场上的鱼很新鲜。,high
sale,salle,销售；房间,orthographic_similar,0.03,0.94,medium,3,词形接近但高频场景不同,llm_v2_human_reviewed,true,orthographic|shopping|school,ready,pending,event when goods are sold cheaply,room or hall,销售；房间,The store has a winter sale today.,La salle est pleine d'étudiants.,商店今天有冬季促销；房间里挤满了学生。,high
policy,police,政策；警察,orthographic_similar,0.04,0.92,medium,4,书写接近但社会语义完全错位,llm_v2_human_reviewed,true,orthographic|society|school,ready,pending,official set of rules,police force,政策；警察,The school changed its phone policy.,La police arrive très vite.,学校修改了手机政策；警察来得很快。,high
ancient,ancien,古老的；以前的,partial_cognate,0.45,0.58,medium,3,共享古老义但法语高频还有以前的义,llm_v2_human_reviewed,true,partial-cognate|school|adjective,ready,pending,very old from a distant past,former or old depending on position,古老的；以前的,They studied ancient history at school.,C'est mon ancien voisin.,他们在学校学习古代史；他是我以前的邻居。,high
brave,brave,勇敢的；善良的,partial_cognate,0.40,0.62,medium,3,共享褒义评价但法语高频更偏善良厚道,llm_v2_human_reviewed,true,partial-cognate|daily-life|adjective,ready,pending,showing courage,kind and good natured,勇敢的；善良的,The brave firefighter ran inside.,C'est un brave homme.,那位勇敢的消防员冲了进去；他是个善良的人。,high
cave,cave,洞穴；地窖,false_friend,0.10,0.92,high,4,同形但地点义完全错位,llm_v2_human_reviewed,true,false-friend|travel|noun,ready,pending,natural underground chamber,cellar or basement,洞穴；地窖,The children explored a dark cave.,Le vin reste dans la cave.,孩子们探索了一个黑暗的洞穴；葡萄酒放在地窖里。,high
confidence,confidence,信心；私下吐露的秘密,partial_cognate,0.35,0.70,medium,4,英语常见信心义会遮蔽其少见私下吐露义,llm_v2_human_reviewed,true,partial-cognate|social|noun,ready,pending,belief in your own ability,private disclosure of a secret,信心；私下吐露的秘密,Practice gave her more confidence.,Il m'a fait une confidence hier soir.,练习让她更有信心；他昨晚向我吐露了一个秘密。,medium
conductor,conducteur,指挥；司机,false_friend,0.17,0.86,medium,4,英语指挥义会误导法语司机义,llm_v2_human_reviewed,true,false-friend|travel|work,ready,pending,person who directs an orchestra,driver or operator of a vehicle,指挥；司机,The conductor raised his hands slowly.,Le conducteur du bus attend encore.,指挥慢慢举起了双手；公交车司机还在等。,medium
cry,crier,哭；喊叫,partial_cognate,0.44,0.61,medium,3,共享呼喊义但英语高频还有哭泣义,llm_v2_human_reviewed,true,partial-cognate|daily-life|verb,ready,pending,to weep or call out loudly,to shout loudly,哭；喊叫,The baby may cry at night.,Il faut crier pour être entendu.,婴儿夜里可能会哭；要大声喊才会被听见。,high
delay,délai,延迟；期限,false_friend,0.09,0.94,high,4,英语拖延义会误导法语期限义,llm_v2_human_reviewed,true,false-friend|work|noun,ready,pending,a wait or postponement,time limit or deadline,延迟；期限,The flight left after a long delay.,Le délai pour payer finit demain.,航班在长时间延误后起飞；付款期限明天结束。,high
devise,devise,设计出；座右铭,false_friend,0.05,0.95,high,5,同形高风险词对,llm_v2_human_reviewed,true,false-friend|advanced|verb,ready,pending,to invent or plan,motto or slogan,设计出；座右铭,They devised a better study plan.,La devise du club est simple.,他们设计出了更好的学习计划；这个社团的座右铭很简单。,high
divert,divertir,转移；娱乐,false_friend,0.12,0.88,medium,4,英语转移义会误导法语娱乐义,llm_v2_human_reviewed,true,false-friend|daily-life|verb,ready,pending,to turn something aside,to amuse,转移；娱乐,The teacher tried to divert attention.,Ce film va nous divertir ce soir.,老师试图转移注意力；这部电影今晚会让我们开心。,medium
editor,éditeur,编辑；出版社负责人,false_friend,0.16,0.87,medium,4,英语编辑义易误投到法语出版义,llm_v2_human_reviewed,true,false-friend|media|work,ready,pending,person who prepares text for publication,publisher,编辑；出版社负责人,The editor checked the article at noon.,L'éditeur publie surtout des essais.,编辑在中午检查了文章；这家出版社主要出版随笔。,medium
evidence,évidence,证据；显而易见,false_friend,0.10,0.92,high,4,英语证据义会误导法语明显义,llm_v2_human_reviewed,true,false-friend|school|noun,ready,pending,facts that prove something,obviousness or self evident fact,证据；显而易见,The police found clear evidence.,Cette réponse est une évidence.,警方找到了明确证据；这个答案显而易见。,high
familiar,familier,熟悉的；随便的,partial_cognate,0.42,0.60,medium,3,共享熟悉亲近感但法语高频还有随便义,llm_v2_human_reviewed,true,partial-cognate|social|adjective,ready,pending,well known to someone,informal or overly casual,熟悉的；随便的,That song sounds familiar to me.,Son ton est trop familier avec le directeur.,那首歌我听着很熟悉；他对主任说话太随便。,medium
large,large,大的；宽的,false_friend,0.13,0.89,high,4,英语大的义会误导法语宽的义,llm_v2_human_reviewed,true,false-friend|daily-life|adjective,ready,pending,big in size,wide,大的；宽的,They live in a large house.,Cette rue est très large.,他们住在一所很大的房子里；这条街很宽。,high
patron,patron,顾客；老板,false_friend,0.10,0.91,high,4,英语顾客义会误导法语老板义,llm_v2_human_reviewed,true,false-friend|work|noun,ready,pending,customer of a shop or restaurant,boss or employer,顾客；老板,Every patron received a free drink.,Le patron arrive avant tout le monde.,每位顾客都收到了一杯免费饮料；老板比所有人都到得早。,high
rude,rude,粗鲁的；严酷的,false_friend,0.14,0.88,medium,3,英语粗鲁义会误导法语艰苦义,llm_v2_human_reviewed,true,false-friend|adjective|daily-life,ready,pending,impolite,rough or harsh,粗鲁的；严酷的,It was rude to interrupt her.,L'hiver a été rude cette année.,打断她很粗鲁；今年冬天很严酷。,medium
store,store,商店；百叶窗,false_friend,0.04,0.97,high,5,同形高风险词对,llm_v2_human_reviewed,true,false-friend|shopping|noun,ready,pending,place where goods are sold,blind or window shade,商店；百叶窗,The store closes at nine tonight.,Le store bloque le soleil.,商店今晚九点关门；百叶窗挡住了太阳。,high
surname,surnom,姓；绰号,false_friend,0.03,0.97,high,5,词形相近但身份称谓义完全不同,llm_v2_human_reviewed,true,false-friend|school|noun,ready,pending,family name,nickname,姓；绰号,Please write your surname here.,Son surnom vient de son rire.,请在这里写下你的姓；他的绰号来自他的笑声。,high
tentative,tentative,暂定的；尝试,false_friend,0.05,0.95,high,5,英语犹豫义会误导法语尝试义,llm_v2_human_reviewed,true,false-friend|advanced|adjective,ready,pending,not fully certain or fixed,attempt,暂定的；尝试,We made a tentative plan for Saturday.,Sa tentative a presque réussi.,我们为周六做了一个暂定计划；他的尝试差点成功。,high
tutor,tuteur,家教；监护人,false_friend,0.12,0.90,high,4,英语辅导义会误导法语监护义,llm_v2_human_reviewed,true,false-friend|education|noun,ready,pending,private teacher,legal guardian,家教；监护人,My math tutor comes on Tuesday.,Son tuteur a signé le document.,我的数学家教周二来；他的监护人签了文件。,high
venue,venue,举办地点；到来,false_friend,0.09,0.93,high,4,英语场地义会误导法语到来义,llm_v2_human_reviewed,true,false-friend|event|noun,ready,pending,place where an event happens,arrival or coming,举办地点；到来,The venue changed after lunch.,Sa venue a surpris tout le monde.,午饭后活动地点改了；她的到来让所有人都很惊讶。,high
commodity,commodité,商品；便利设施,false_friend,0.10,0.91,medium,5,英语商品义会误导法语便利义,llm_v2_human_reviewed,true,false-friend|work|noun,ready,pending,basic product that is traded,convenience or amenity,商品；便利设施,Oil is a major commodity.,Cet appartement offre peu de commodités.,石油是一种重要商品；这套公寓几乎没有便利设施。,medium
competition,compétition,比赛；竞赛,cognate,0.94,0.12,high,2,英法比赛义稳定重合,llm_v2_human_reviewed,true,cognate|sport|noun,ready,pending,organized contest,compétition organisée,比赛；竞赛,The swimming competition starts tomorrow.,La compétition de natation commence demain.,游泳比赛明天开始。,high
notice,notice,通知；说明书,false_friend,0.18,0.85,medium,3,英语通知义会误导法语说明书义,llm_v2_human_reviewed,true,false-friend|daily-life|noun,ready,pending,short formal announcement,instruction leaflet,通知；说明书,We received a notice from school.,Lis la notice avant de monter l'étagère.,我们收到了学校的通知；组装架子前先看说明书。,medium
manifestation,manifestation,表现；示威,partial_cognate,0.42,0.63,high,4,共享显现义但法语高频还有示威义,llm_v2_human_reviewed,true,partial-cognate|society|noun,ready,pending,visible sign of something,public protest,表现；示威,A cough can be a manifestation of stress.,La manifestation bloque le centre-ville.,咳嗽可能是压力的一种表现；示威堵住了市中心。,high
agenda,agenda,议程；记事本,false_friend,0.20,0.84,medium,5,课堂和会议语境里很容易混淆,llm_v2_human_reviewed,true,false-friend|school|work,ready,pending,list of items to discuss,diary or planner,议程；记事本,The first agenda item is homework.,J'ai noté le rendez-vous dans mon agenda.,议程的第一项是作业；我把约会记在了记事本里。,medium
rest,rester,休息；停留,false_friend,0.08,0.92,high,4,英语休息义会误导法语停留义,llm_v2_human_reviewed,true,false-friend|daily-life|verb,ready,pending,to relax,to stay or remain,休息；停留,You should rest after lunch.,Nous restons à la maison ce soir.,午饭后你应该休息；我们今晚待在家里。,high
alliance,alliance,联盟；婚戒,partial_cognate,0.52,0.48,medium,2,共享联合义但法语常见婚戒义,llm_v2_human_reviewed,true,partial-cognate|society|noun,ready,pending,formal partnership between groups,partnership or wedding ring,联盟；婚戒,The alliance lasted for three years.,Son alliance est en or simple.,这个联盟持续了三年；她的婚戒是简单的金戒指。,medium
argument,argument,争论；论据,partial_cognate,0.46,0.62,medium,3,共享论证概念但日常高频义不同,llm_v2_human_reviewed,true,partial-cognate|school|noun,ready,pending,angry disagreement or reason,reason used to support an idea,争论；论据,Their argument lasted all evening.,Ton argument est convaincant.,他们的争论持续了一整个晚上；你的论据很有说服力。,medium
costume,costume,戏服；西装,partial_cognate,0.49,0.58,medium,3,共享服装义但常用场景不同,llm_v2_human_reviewed,true,partial-cognate|daily-life|noun,ready,pending,special clothes for a play or party,suit or formal outfit,戏服；西装,The child wore a pirate costume.,Il a acheté un costume pour l'entretien.,孩子穿着海盗戏服；他为面试买了一套西装。,medium
credit,crédit,信用；学分；贷款,partial_cognate,0.58,0.44,medium,2,共享信用义但法语常连到贷款,llm_v2_human_reviewed,true,partial-cognate|school|finance,ready,pending,praise or borrowed money or school unit,loan or academic credit,信用；学分；贷款,She got full credit for the idea.,Le crédit sera remboursé sur deux ans.,她因这个主意获得了全部认可；这笔贷款将在两年内还清。,medium
exposition,exposition,说明；展览,partial_cognate,0.44,0.62,medium,3,共享展示义但法语高频是展览,llm_v2_human_reviewed,true,partial-cognate|culture|noun,ready,pending,clear explanation of an idea,exhibition,说明；展览,The teacher praised his exposition of the poem.,L'exposition ouvre samedi.,老师表扬了他对诗歌的阐释；展览周六开幕。,medium
formation,formation,形成；培训,partial_cognate,0.40,0.66,medium,3,共享形成义但法语常用作培训,llm_v2_human_reviewed,true,partial-cognate|work|noun,ready,pending,process of being formed,training course,形成；培训,Cloud formation began after noon.,Elle suit une formation en ligne.,中午后开始形成云层；她在上一个线上培训课程。,medium
instruction,instruction,指示；说明；调查,partial_cognate,0.50,0.52,medium,3,共享指示义但法语还有司法调查义,llm_v2_human_reviewed,true,partial-cognate|school|noun,ready,pending,detailed direction or teaching,instruction or judicial investigation,指示；说明；调查,Read the instructions before the test.,L'instruction avance lentement.,考试前先读说明；调查进展得很慢。,medium
legend,légende,传说,cognate,0.93,0.11,high,2,英法传说义稳定共享,llm_v2_human_reviewed,true,cognate|culture|noun,ready,pending,traditional story passed down over time,récit traditionnel transmis,传说,The old legend still interests children.,Cette vieille légende intéresse encore les enfants.,那个古老传说仍然吸引孩子。,high
mention,mention,提到；评语,partial_cognate,0.43,0.60,medium,3,共享提及义但法语常见等级评语义,llm_v2_human_reviewed,true,partial-cognate|school|noun,ready,pending,brief reference,mention or distinction on a diploma,提到；评语,Her speech made no mention of money.,Il a obtenu la mention bien.,她的演讲没有提到钱；他拿到了优良评语。,medium
operation,opération,手术,cognate,0.95,0.10,high,2,英法手术义稳定重合,llm_v2_human_reviewed,true,cognate|health|noun,ready,pending,surgical procedure,intervention chirurgicale,手术,The operation lasted two hours.,L'opération a duré deux heures.,手术持续了两个小时。,high
passage,passage,段落；篇章,cognate,0.94,0.10,high,2,英法段落义稳定重合,llm_v2_human_reviewed,true,cognate|school|noun,ready,pending,short section of text,court extrait d'un texte,段落；篇章,Read the passage aloud.,Lis le passage à voix haute.,请把这段文字朗读出来。,high
pension,pension,养老金；寄宿学校,partial_cognate,0.39,0.68,medium,4,共享定期给付义但法语常见寄宿义,llm_v2_human_reviewed,true,partial-cognate|school|noun,ready,pending,regular payment after retirement,boarding school or boarding house,养老金；寄宿学校,Her pension covers the rent.,Son fils est en pension cette année.,她的养老金够付房租；她儿子今年住寄宿学校。,medium
phrase,phrase,短语；句子,partial_cognate,0.51,0.50,medium,2,共享语言单位义但范围不同,llm_v2_human_reviewed,true,partial-cognate|language|noun,ready,pending,group of words without full sentence force,sentence,短语；句子,Write the phrase on the board.,Cette phrase est trop longue.,把这个短语写到黑板上；这个句子太长了。,medium
proposition,proposition,提议；命题,partial_cognate,0.57,0.48,medium,3,共享提出义但法语还有命题义,llm_v2_human_reviewed,true,partial-cognate|school|noun,ready,pending,suggestion or formal offer,proposal or clause,提议；命题,We discussed her proposition after class.,La première proposition est fausse.,我们课后讨论了她的提议；第一条命题是错的。,medium
reservation,réservation,预订；保留意见,partial_cognate,0.44,0.63,medium,3,共享保留义但法语高频是预订,llm_v2_human_reviewed,true,partial-cognate|travel|noun,ready,pending,booking or doubt,booking,预订；保留意见,I have one reservation about the plan.,La réservation est confirmée pour vendredi.,我对这个计划有一点保留意见；周五的预订已经确认。,medium
volume,volume,音量,cognate,0.95,0.09,high,1,英法音量义稳定重合,llm_v2_human_reviewed,true,cognate|daily-life|noun,ready,pending,level of sound,niveau du son,音量,Please lower the volume now.,Baisse le volume maintenant.,现在请把音量调低。,high
medicine,médecine,医学,cognate,0.92,0.14,high,2,英法医学义稳定共享,llm_v2_human_reviewed,true,cognate|health|noun,ready,pending,science of treating illness,science qui traite la maladie,医学,She wants to study medicine.,Elle étudie la médecine à Lyon.,她想学习医学；她在里昂学习医学。,high
class,classe,班级；课堂,partial_cognate,0.62,0.46,medium,2,共享学校义 但英语还常指课时,llm_v2_human_reviewed,true,partial-cognate|classroom|noun,ready,pending,group of students or a lesson,groupe d'élèves ou cours,班级；课堂,Our class starts at eight.,La classe commence à huit heures.,我们的课八点开始；这个班八点开始上课。,high
course,cours,课程；课,partial_cognate,0.58,0.52,medium,3,共享学校义 但英语多义更广,llm_v2_human_reviewed,true,partial-cognate|education|noun,ready,pending,series of lessons on a subject,ensemble de leçons sur une matière,课程；课,She is taking a history course this term.,Elle suit un cours d'histoire ce semestre.,她这学期在上历史课；她这学期在学历史这门课。,high
exam,examen,考试；测验,cognate,0.92,0.14,high,1,学校义高度重合,llm_v2_human_reviewed,true,cognate|classroom|noun,ready,pending,formal test of knowledge,épreuve officielle pour évaluer des connaissances,考试；测验,The exam is on Friday morning.,L'examen a lieu vendredi matin.,考试在周五上午；考试安排在周五上午。,high
exercise,exercice,练习；训练,partial_cognate,0.67,0.38,medium,2,共享练习义 但法语常扩到训练活动,llm_v2_human_reviewed,true,partial-cognate|classroom|noun,ready,pending,task for practice,activité de pratique ou d'entraînement,练习；训练,Finish the grammar exercise before lunch.,Termine l'exercice de grammaire avant midi.,午饭前做完这道语法练习；中午前完成这项语法练习。,high
correction,correction,改正；批改,cognate,0.90,0.16,medium,2,课堂改错义稳定一致,llm_v2_human_reviewed,true,cognate|classroom|noun,ready,pending,act of fixing an error,action de corriger une erreur,改正；批改,The correction of the quiz took one hour.,La correction du quiz a pris une heure.,这次小测的批改花了一小时；这次小测的批改用了一小时。,high
discipline,discipline,纪律；学科,cognate,0.88,0.18,medium,2,课堂纪律和学科义都能对齐,llm_v2_human_reviewed,true,cognate|education|noun,ready,pending,controlled behavior or field of study,respect des règles ou domaine d'étude,纪律；学科,Math is a demanding discipline.,Les mathématiques sont une discipline exigeante.,数学是一门要求很高的学科；数学是一门要求严格的学科。,high
faculty,faculté,教师队伍；学院,false_friend,0.22,0.83,medium,4,英语常指教师群体 法语常指学院院系,llm_v2_human_reviewed,true,false-friend|education|noun,ready,pending,teaching staff of a school,département ou école au sein d'une université,教师队伍；学院院系,The faculty met after class.,Il étudie à la faculté de droit.,教师团队课后开会；他在法学院学习。,high
dissertation,dissertation,博士论文；议论文,partial_cognate,0.44,0.67,medium,4,都指正式写作 但教学场景差异大,llm_v2_human_reviewed,true,partial-cognate|academic|noun,ready,pending,long academic thesis for a degree,rédaction scolaire structurée sur un sujet,博士论文；议论文,She is writing her dissertation this year.,Il rend une dissertation de philosophie demain.,她今年在写博士论文；他明天要交一篇哲学议论文。,high
essay,essai,短文；尝试,false_friend,0.18,0.86,high,4,英语作文义会误导法语尝试义,llm_v2_human_reviewed,true,false-friend|education|noun,ready,pending,short piece of academic writing,tentative ou essai,短文；尝试,His essay on climate was clear.,Cet essai du moteur a réussi.,他那篇关于气候的短文很清楚；这次发动机试验成功了。,high
